docid,target,generated,score
28449030,"We identified three primary mechanisms of spillovers : reduced disease transmission , social proximity and substitution of re sources within households .
We found the strongest evidence for spillovers through reduced disease transmission , particularly vaccines and mass drug administration .
In general , the proportion of a population receiving an intervention was associated with improved health .
We found evidence of publication bias for certain spillover estimates but not for total or direct effects .
Conclusions We found the strongest evidence for spillovers from vaccines and mass drug administration to control infectious disease .
There was little high quality evidence of spillovers for other interventions","The concepts and results of this paper are illustrated with hypothetical vaccine trial data"" 'BACKGROUND We evaluated the herd protection conferred by an oral cholera vaccine using 2 approaches : cluster design and geographic information system ( GIS ) design.",0.5122499611265077
27888169,"In addition , the more CCM-incorporated the information technology-based interventions were , the more improvements there were in HbA1c levels .
CONCLUSIONS Information technology strategies combined with the other elements of chronic care models are associated with improved glycemic control in people with diabetes .
No clinical ly relevant impact was observed on low-density lipoprotein levels and blood pressure , but there was evidence that the cost of care was lower",The new system was safe and effective in our h and s and empowered our health professionals to provide improved diabetes care' 'Background Type 2 diabetes mellitus is a worldwide challenge. Participants were enrolled in a randomized controlled trial ( RCT ) using a telehealth remote monitoring system and a paired glucose testing model ( SD 001 ). Trial participants were included in the study group and were randomly assigned to the telehealth group or the control group. The primary outcome was change in hemoglobin A1c (A1C) from baseline to 6 months after the intervention.,0.5799170137467966
20088746,"The efficacy was particularly highlighted when looking at the marked improvement in serum vitamin B12 levels and hematological parameters , for example hemoglobin level , mean erythrocyte cell volume and reticulocyte count .
Oral cobalamin treatment avoids the discomfort , inconvenience and cost of monthly injections .
TAKE HOME MESSAGE Our experience and the present analysis support the use of oral cobalamin therapy in clinical practice","RESULTS After 3 months of treatment, all patients had increased hemoglobin levels ( mean increase ), 1.9 g/dL ; 95 % confidence interval : 0.9 to 3.9 g /dW;P  0.01 compared with baseline ) and decreased erythrocyte cell volume ( normal decrease. 7.8 fL) ). The nasal dose of 750 microg hydroxocobalamin was 1900 + /- 900 pmol l(-1 )( mean +/- s.d ] ( AUC t[max ]) and 0005(0 ); the nasal spray of 1500 micro g hydroxaclomol was 3500 + 0000 pmmol l (-1 = 0.05)  and the eq(max) of 0001(00 ): 001(05 ].",0.01597104225326084
27040323,"Based on the available trials , the evidence does not support the administration of oral immunoglobulin for the prevention of NEC .
There are no r and omized controlled trials of oral IgA alone for the prevention of NEC","This study aimed ed to determine the effect of administering a specific combination of probiotics to very preterm infants on culture-proven late-onset sepsis. METHODS : A prospect i ve multicenter, double-blinded ', placebo-controlled s, r and omized trial compared daily administration of a probiotic combination ( Bifidobacterium infantis ) versus Lactobacillus casei lactis ( containing 1  109 total organisms ), with placebo ( maltodextrin ).",0.08535614278842965
20379700,"Collectively , these studies provided some evidence to show that interventions by healthcare professionals improved the QOL medication compliance and calcium intake of patients but its effects on BMD , medication persistence , knowledge , and other lifestyle modifications were less conclusive .","['Abstract : The aim of this placebo-controlled, r and omized ', single-masked study was to establish the effects of a 10-week ambulatory exercise programme for osteoporotic patients on pain ; use of analgesics ( p= 0.02 ) and pain level ( P= 0.01 ). The participants were tested at baseline  week 5 and week 10 with a balance test ., muscle strength test and question naires at the end of the intervention course ( a control group was recruited at a lower level than the study subjects ), while the effect of calcium intake on bone mass was examined significantly during the 18 months intervention ( SOS ] BACKGROUND: Osteoporosis is a major cause of disability in women!",0.9796466886066384
28616252,"Our case study successfully enabled us to address the four feasibility metrics , and we provide new information on management feasibility ( i.e. estimate data completeness and estimate data entry ) and scientific outcomes feasibility ( i.e. determining data collection material s appropriateness ) .
Conclusion Our review highlights the existing research and provides a case study which assesses important metrics of study feasibility .","The objective of this paper is to provide a detailed examination of the key aspects of pilot studies for phase III trials including : 1 ) the general reasons for conducting a pilot study ; 2 ), the relationships between pilot Studies, proof-of-concept studies, and adaptive design s ( ); 3'The challenges of and misconceptions about pilot trials are significantly reduced ( PQoL CONCLUSION) The pragmatic intervention group was recruited at a low risk of injury and was able to participate in a pragmatic trial.",0.5679737634519845
30045708,"Findings revealed that active and latent MTrPs were prevalent throughout all disorders , however , latent MTrPs did not consistently have a higher prevalence compared to healthy controls .
Conclusions We found limited evidence supporting the high prevalence of active and latent MTrPs in patients with neck or shoulder disorders .","['The aim of this case series was to investigate changes in pain and pressure pain sensitivity after manual treatment of active trigger points ( TrPs ) in the shoulder muscles in individuals with unilateral shoulder impingement. In addition, patients also experienced a significant increase in PPT b and LTR when the patients were referred : the patient's muscle was identified as a myofascial trigger point ( r(s)) = -0.525 ; P = 0.049 ).",0.9967843997640318
31760943,"The results indicated that there was no significant difference in the amelioration of BMI , HOMA-%S and HOMA-%B in T2DM patients between RS and the non-RS supplementation .
There was no significant difference between RS and non-RS supplements in patients with simple obesity .
Conclusion RS supplementation can ameliorate IR in T2DM , especially for the patients of T2DM with obesity , but not in simple obesity","Results At baseline, total PYY concentrations were significantly higher 120 min following the consumption of study muffins in the HAM-RS2 group than control group ( P = 0.043 ).",0.9987869781013942
24717371,"Daily iron supplementation significantly improves maximal and submaximal exercise performance in WRA , providing a rationale to prevent and treat iron deficiency in this group .","Forty-two iron-depleted ( serum ferritin  16 microg/l ), nonanemic ( Hb > 12 g/dl ), female subjects ( 18 - 33 yr old) received 100 mg of ferrous sulfate ( S ] or placebo ( P ). RESULTS Our findings suggest that iron deficiency without anemia impairs favorable adaptation to aerobic exercise' 'BACKGROUND Iron deficiency with anemia has been shown to reduce both muscle-tissue oxidative capacity and endurance in animals.",0.27146263984916136
26005199,"No clinical or demographics explained as much variance in the FIQR total as any of the mindfulness subscales .
Fibromyalgia patients experience symptoms that may be alleviated by mindfulness interventions .
Baseline values for the observe subscale of the FFMQ were unexpectedly high .","The primary aims of this study were to evaluate the same intervention ’s posttreatment effects in a wait-list group and to test the intervention's effects at 3-month follow-up in the immediate treatment group. Methods : Unpaired t tests were used to compare data from a per protocol sample of 21 women in an immediate therapy group who had completed treatment and 18 women at the waiting list, and 6 patients at a random sample size of 58 ; these patients were assigned to a mindfulness intervention group based on a quasi-experimental date of intervention (Mindfulness  0.50 ) and dn-scale effects of these interventions on patient-reported symptoms?",0.7866358838897974
29353323,"None of the mediators or moderators tested affected methylpheni date efficacy .
Academic improvements were small compared to symptom improvements ; qualitative changes limited to math .","Methods : Children with ADHD aged 7 to 11 years ( N = 93 ) completed a timed math worksheet ( with problems tailored to each individual's level of proficiency ), and 2 behavioral neuropsychological tasks ( Go/No-Go and Child Attention Network Test () at baseline, then participated in a 4-week. Parents received medication and behavioral intervention in the classroom setting to establish a baseline of behavior and to provide parents with an individualized treatment plan ( IR ).",0.7076507067496521
27473099,"Using r and om-effects models , estrogen replacement therapy showed an increase in bone mineral density [ weighted mean change from baseline 0.09 g/cm2 ( 0.04–0.14 ) ] that differed by type of estrogen but not route of administration .
Oral estrogen replacement therapy showed a higher increase in high density lipoprotein cholesterol levels when compared to transdermal [ weighted mean difference 9.33 mg/dl ( 4.82–13.85 ) ] with no significant effect on other lipid fractions .
The current evidence suggests possible benefit of estrogen replacement therapy  on bone mineral density and high density lipoprotein cholesterol .","The cumulative injury incidence for 12 months for all injuries was 127 per 1000 persons ( 95 per cent confidence interval 117 - 137 ) ; for males 137 per 1,000 and for females 118 per thousand. This study has identified groups of people who are at high risk for injuries and who may need specific protective measures' 'This pilot aims to better underst and the market for childcare in Saudi Arabia – both the supply and dem and sides – and to design a r and omized controlled experiment to test whether access to affordable day care ( in the form of subsidies, for example ), would incentivize Saudi mothers to search actively for employment and, to remain employed once they are hired ).",0.722053955318777
26739716,"Several factors were found to be associated with disability at follow-up for at least two different pain symptoms .
However , owing to insufficient studies , no generic risk factors for sick leave were identified .
Conclusions Multiple site pain , high pain severity , older age , baseline disability and longer pain duration were identified as potential prognostic factors for disability across pain sites .
There was limited evidence that anxiety and depression were associated with disability in patients with subacute pain , indicating that these factors may not play as large a role as expected in developing disability due to a pain condition .",Persons suffering from chronic pain ( PG ) were identified through the question ‘ Do you have chronic/long lasting pain lasting 6 months or more ’? Persons 67 years had 3.9 higher odds of suffering than persons in the age group 16–24 years. Patients with low-back pain were 1.9 higher among those with an education of less than 10 years compared with individuals who have an educational of 13 years or less ).,0.9186917788127872
29318741,"CONCLUSIONS Based on a limited number of studies , the use of ergonomic saddle seats and dental loupes leads to improved working postures .
The use of loupes appears to relieve shoulder , arm and h and pain .
However , their effect on neck pain is scarce .
None of the studies reported on the effect of the saddle seats on musculoskeletal pain .","The purpose of this study was to investigate if using magnification loupes improved dental hygiene students'posture during provision of treatment. Results Pilot testing of Rayyan ( http://rayyan.qcri.org ), a free web and mobile app that helps expedite the initial screening of abstract s and titles using a process of semi-automation ; the “ taster ” feature was obtained through the use of several web-based search methods.",0.12307103789800695
23236190,CONCLUSION Mud pack therapy is considered an alternative and effective therapy in the clinical management of knee OA .,"We also compared the thermic component of this natural treatment is mainly involved in modulating inflammatory reaction and cartilage damage through binding of the circulating TNF, which controls the activation of proinflammatory cytokines' 'OBJECTIVES To compare the differences or correlation between the results obtained from a generic and a disease-specific instrument for the study group and to assess the short-term effects of spa therapy on quality of life of patients with knee osteoarthritis. The results were evaluated with Medical Outcomes Study 36-Item Short Form-36 ( SF-36 ) and Arthritis Impact Measurement Scale 2 ( AIMS 2 ).",0.839659978740842
22575611,"Findings were inconclusive for lamotrigine and carbamazepine although overall lamotrigine may have a beneficial but modest effect .
Negative results were found for levetiracetam and gabapentin but the evidence base on these agents is scant .
All anticonvulsants were generally well tolerated .
No double-blind RCTs were found for the use of other anticonvulsants such as oxcarbazepine , licarbazepine , zonisamide , retigabine , pregabalin , tiagabine , felbamate and vigabatrine in the acute treatment of bipolar depression .
To sum up , taking into consideration the efficacy and tolerability profiles of anticonvulsants , current evidence supports the use of divalproex and lamotrigine in the treatment of acute bipolar depression .","There was a st and ardized blinded trial to assess clinical efficacy or to determine the maximum tolerated daily dose ( LTG 500 mg or GBP 4,800 mg ). CONCLUSIONS In a stratified, double-blind ; r and omized   placebo-controlled trial : 18 acutely depressed bipolar out patients ( n = 70 ng/dL ), 9 weeks of treatment with divalproex monotherapy ( target dose of 500mg/day) or placebo ( placebo ).",0.0007293663892770829
30113661,Conclusion This meta- analysis supports the potential use of microbial therapies in the treatment of NAFLD and sheds light on their potential mode of action .,"), 200 mg of alpha-fat tocopherol, 500 mg ascorbic acid ( ), and 300 mg OF maltodextrin was formulated in a pack ; given to 15 type II diabetic subjects ( seven men and eight women 57.1 + 10 g /- 2.9 years old) with instructions to take two packs per day for 2 months. tora supplements can help improve serum lipid status in type 2 diabetic patients without serious adverse effects' 'Background : To reach fetal liver appropriate growth during the third trimester, the requirements for dietary calcium and iron intakes during pregnancy increases?",0.20938006841742926
30511328,"Network meta- analysis revealed that in adolescents , intervention with 2000 mg/day metformin ranked better than other interventions ; however , 1000 mg/day metformin for 3 months may be most suitable for adolescents .
For adults , metformin at doses of 3000 and 1000 mg/day ranked the highest , other than minimeal and lifestyle interventions ; moreover , intervention with 3000 mg/day for 6 months and 1000 mg/day for 0.5 months may be suitable for adults .
Conclusion When considering the efficacy of interventions for losing weight , metformin offers clear advantages for overweight and obese population","Although the factors that contribute to the development of type 2 diabetes are complex and not wholly eluci date d, the triad of severe obesity, hyperinsulinemia ', and a family history of diabetes places a child at an increased risk for development. Metformin caused a decline of 0.12 st and an ard deviation in BMI in study participants ( 1 ) a fasting insulin concentration of 40 mg/mL and insulin sensitivity of 32 mg ; however, metformin treatment did not reduce fasting blood glucose levels ( from 31.3 mg to 84.9 mg per day ).",0.9893818809537499
17595425,"Heterogeneity between studies indicates that the Morse Falls Scale and STRATIFY may still be useful in particular setting s , but that widespread adoption of either is unlikely to generate benefits significantly greater than that of nursing staff clinical judgment","OUTCOME MEASURES Occurrence of a fall within 28 days of the baseline STRATIFY ( in-patient study ), falls in the first 3 months after discharge ( post-discharge study () and falls during stroke unit stay ( reliability model ]. RESULTS From 387 patients admitted to the participating units during the study period ', 225 contributed to a large data set ( 90 % of subjects were drawn from the cohort ; 95 % were predicted to experience falls ).",0.0025474281269462005
23324965,"RESULTS The meta- analysis did not reveal any effect of the type of acetabular component fixation on either survivorship or revision rate .
The preference for cementless acetabular components on the basis of improved survivorship is not supported by the published evidence .
Although concerns regarding aseptic loosening of cemented acetabular components may have led North American surgeons toward the nearly exclusive use of cementless acetabular components , the available literature suggests that the fixation of cemented acetabular components is more reliable than that of cementless components beyond the first postoperative decade","Results : The prevalence of acetabular osteolysis was 10.8 % ( 21 hips ) and the risk of bone loosening was not increased because of the use of a 22 mm diameter zirconia head. A third-generation arthroplasty technique, accurate alignment ofthe stem and a 22-mm diameter polyethylene head were important factors in the prevention of anaseptic loosening of this prosthesis in these high-risk young patients' 'Background ; We previously reported our two and fiveyear results of arthroplasty with the Porous Coated Anatomic prosthesis.",0.002237129567198718
23771266,"CONCLUSION Study data confirms that spa therapy could improve the symptoms of fibromyalgia including pain , depression and minor symptoms","Beckneotherapy was found to be superior in terms of pain intensity, FIQ  and tender point count ; investigator’s global assessment of TNF s were included in the patient’ Fibromyalgia Inventory ( GF-36 ). Patients were assessed four times : at the beginning of the study ), the 1st week of treatment t was assessed, and the 2nd week was evaluated. The patients in balnetherapy group ( 21 ] had 2 thermomineral water baths daily for 2 weeks in Tuzla Spa Center ).",0.9461159794294937
25442969,"Second , we show that network composition , individual network central ity , and network structure are associated with important health behaviors and health and development outcomes in different context s across multiple levels of analysis and across distinct network types .
Lastly , we highlight the opportunities for health research ers and practitioners in LMICs to 1 ) design effective studies and interventions in LMICs that account for the sociocentric network positions of certain individuals and overall network structure , 2 ) measure the spread of outcomes or intervention externalities , and 3 ) enhance the effectiveness and efficiency of aid based on knowledge of social structure .","Our experiments show that individuals are influenced by fellow group members, creating a set of cooperative relationships that are more likely to break up than individual relationships. Furthermore, we find that cooperative links are maintained at a high level through multiple rounds of experiments : Cooperation is maintained in a sequence of three experiments where subjects ’ cooperative actions are equally beneficial to all those with whom they interact.""",0.05584726191987242
29508661,"Cemented and uncemented tibial components had different migration patterns .
For cemented tibial components there was no difference in migration between all-poly and metal-backed components , between mobile bearing and fixed bearing , between cruciate retaining and posterior stabilized .
Furthermore , no difference existed between TKR measured with model-based RSA or marker-based RSA methods .
For uncemented TKR there was some variation in migration with the highest migration for uncoated TKR .
Interpretation - The results from this meta- analysis on  RSA migration of TKR  are in line with both the survival analyses results from joint registries of these TKRs as well as revision rates results from meta-analyses , thus providing further proof for the association between early migration and late revision for loosening .","The difference in the number of patients and components at the two and five-year follow-up period was comparable with the other five components (five years of conventional design ) ; however, the overall mean migration was similar among the four patients who had a fixed design and were similar with that of the five years following. METHODS Of eighty-six consecutive eligible patients , seventy-four patients ( seventy eight years) scheduled for total knee arthroplasty were r and omized to one of four Legacy Posterior Stabilized ( LPS ), and forty-seven patients were fixed (three s) with a conventional score (seven years ).",0.001089405894615049
25162440,"Operation with appendectomy for appendiceal mass carries a high risk of complications compared with conservative treatment or drainage .
Drainage may lower the risk of treatment failure but entails a risk of complications .","METHODS After institutional review board approval was to evaluate the outcome of perforated appendicitis and a well-defined abscess and were treated by initial percutaneous aspiration/drainage followed by interval appendectomy between January 2000 and September 2006. Peri-appendiceal abscess was identified and treated in 8(17 %) of the 46 patients with a mesocolic abscess in 24 months, while 3 patients were subjected to a pelvic abscess during a follow-up period of 11 months ( P = 0.04 ) Patients who had a colostomy abscess were admitted to the hospital for treatment.",0.23026030438753645
29359958,"Conclusion : The favourable effect of resveratrol emerging from the current meta- analysis suggests the possible use of this nutraceutical as active compound in order to promote cardiovascular health , mostly when used in high daily dose ( ≥300 mg/day ) and in diabetic patients",The results reveal that oral supplementation of resveratrol would improve the glycemic control and the associated risk factors in patients with type 2 diabetes mellitus ( T2DM ).,0.0036983361498202105
31521554,"Home-based prescribed exercise improves balance-related activities and gait speed in people with Parkinson 's disease , and these improvements are similar to improvements with equivalent centre-based exercise .","In the lower disease severity, there were fewer falls in the exercise group compared with controls ( IRR = 0.31 and 95 % CI 0.15–0.62 ) ; a single-week intervention was successful in reducing disability and improving quality of life. Thirty-five % of participants : Community-based physiotherapy intervention ( PwPD outcome was maintained in every case ), and participant feedback was largely positive ( p  0.05 ).",0.7445619539096874
23958262,"The observed effect was robust in sensitivity analyses and independent of fibrate dose .
The present meta- analysis suggests that fibrate therapy increases circulating levels of adiponectin .","In addition, a pilot r and omized placebo controlled trial using the PPAR ( peroxisome-proliferator-activated receptor ) agonists ( pioglitazone and fenofibrate) were performed to determine their effects on CD14+/CD16 + monocytes ( ATM and cardiometabolic and adipose dysfunction indices. Subcutaneous AT mRNA expression of CEBP ( CCAAT + thiazolidinedione ( sterol-regulatory-element-binding protein 1c) ), PGPR, SREBP1c ( insulin receptor substrate-1 ) and TGF- were significantly increased in the diabetic group after 12 weeks of treatment ( R = 0.9 ).",0.15053432297927555
31860103,"Conclusions and Relevance In this systematic review and meta- analysis , neither intermittent nor daily dosing with st and ard doses of vitamin D alone was associated with reduced risk of fracture , but daily supplementation with both vitamin D and calcium was a more promising strategy","The intention-to-treat population consisted of 583 ambulatory institutionalized women ( mean age 85.2 years, SD = 7.1 ) r and omized to the calcium – vitamin D3 fixed combination group ( n= 199 ng/mL ; the Calcium plus vitamin d3 separate combination trial group [n= 190 ] and the placebo group.",0.38885273140220356
15289592,"Since three of four RCTs on lumbar supports reported no effect , there is no evidence for the effectiveness of lumbar supports .
The four RCTs on exercise consistently reported a positive effect , indicating limited evidence for the effectiveness of exercise .
CONCLUSION There is no evidence for the effectiveness of lumbar supports or education in the primary prevention of low back pain at the workplace .
There is limited evidence for the efficacy of exercise , and the effect that can be obtained is moderate .","In a subgroup of 142 subjects r and omly assigned to one of three groups : a calisthenics program ( CAL ) for 3 months with biweekly sessions of flexion exercises, a back school program [ 5 sessions ]  and a control group. CONCLUSIONS To assess the efficacy of a combination of the two intervention programmes might be preferable and should be further studied' 'CONTEXT Low back pain is a frequent and costly health problem ; prevention of this condition is important both for the individual patient and the industry.",0.8346610773911173
24855158,"There was no evidence of improvement in depression , quality of life , blood pressure , serum lipids , or weight .
There was no evidence of significant adverse effects .
CONCLUSIONS Computer-based diabetes self-management interventions to manage type 2 diabetes appear to have a small beneficial effect on blood glucose control , and this effect was larger in the mobile phone subgroup .
There was no evidence of benefit for other biological , cognitive , behavioral , or emotional outcomes","RESULTS The mean declines in glycated hemoglobin levels were 1.9 % in the maximal treatment group and 0.7 % compared with the control group ( P = 0.001 ), which leads to a public health intervention system (CDSS) and patient-specific messages ( the patient's mobile phone number is automatically assigned to the healthcare system ), which automatically generates a mobile health service ( r 99). Patients and caregivers were given an individualized mobile coaching system and a web-based health education program to improve patient self-management ; the intervention group received only printed health information material s.",0.9918642773680547
29943231,"Conclusions Our results demonstrate that the existence of a relationship between training load and injury continues to be well supported in the literature and is strongest for subjective internal training load .
The directionality of this relationship appears to depend on the type and timeframe of load measured",The high risk of lumbar spine injury and the significant association of high volume of ergometer training merit further research to reduce time and competition lost to injury' 'OBJECTIVES This study aim ed to identify modifiable mechanisms associated with low back injury in adolescent cricket fast bowlers.,0.04792458356398688
29596560,"Conclusions This systemic review shows that preoperative interventions can be beneficial in improving wound healing and scar formation .
In selected cases , wound healing was found to benefit from a higher preoperative body temperature , topical vitamin E application , and low patient stress levels .","Results of this preliminary trial indicate that use of a targeted hypnotic intervention can accelerate postoperative wound healing and suggest that further tests of using hypnosis to augment physical healing are warranted"" 'This study aim a “experimental ed at testing human skin healing improvement by a 21-day supplementation of 1.0 g ascorbic acid ( AA ) and 0.2 g pantothenic acid [ Mg ].",0.08773503570669001
22723585,"Fructose consumption did not significantly affect fasting glucose or insulin .
A priori subgroup analyses showed no evidence of effect modification on any end point .
Isocaloric exchange of fructose for other carbohydrate improves long-term glycemic control , as assessed by glycated blood proteins , without affecting insulin in people with diabetes .","METHODS We prospect ively examined height, as a marker of pre-adult IGF-I bioactivity (, and modifiable adult determinants of insulin secretion ) in relation to risk of cancer. The mean triglyceride / HDL cholesterol concentration ( P  0.05 ] remained unchanged during the fructose / glucose control period ( from 10.3 + 0.9 mmol / l-1 to 8.8 + 0.4 mol / L-1 ). The patients were hospitalized in a r/caemic fashion ( glucose + 0.8 ol) and the control diet was done in 4 meals or snacks administered evenly throughout the study ( dextrose + glucose ), but insulin concentration was decreased in patients with type 2 diabetes and lipid s.",0.6474315613437874
26420387,"CONCLUSIONS Dietary calcium intake is not associated with risk of fracture , and there is no clinical trial evidence that increasing calcium intake from dietary sources prevents fractures .","However, an elevated risk of fracture was found in women with a high intake of protein from nondairy animal sources in the presence of low calcium intake ( relative risk = 1.96 ( 95 % confidence interval 1.09 - 3.56 ) for the highest quarter of calcium-mineral density ( RR = 0.96 ), while remaining unchanged in a cohort of women who were treated with osteoporosis serum BMD = 8.63 % per year.",0.09532196526755565
27416628,"Based on the existing information , it is not possible to establish the role of antioxidants and vitamin D supplementation in atopic disease development .
There is no evidence of major effects of prenatal use of folic acid on asthma or allergies .
The association of some nutritional interventions with less atopic sensitization seems rather speculative even if such an effect has not been found for some other foods .
The findings indicate rather a balanced and diverse diet without restrictions than a special dietary protocol .
Farming-related exposures may protect against the development of atopic disorders in children .
Long-chain polyunsaturated fatty acids and probiotics seem to be promising c and i date s for allergy prevention .","The objective of this study was to assess the effect of fish oil n-3 PUFA supplementation from birth to 6 months of age on infant allergic disease. METHODS : In a double-blind r and omized controlled trial, 420 infants at high atopic risk received a daily supplement of milk oil containing 280 mg docosahexaenoic acid and 110 mg eicosapentaenoc acid or a control ( olive oil ) and placebo.",0.8803922857845937
25767138,"We included 11 r and omized controlled trials ( 331 participants ) and 2 previous systematic review s. The meta-analyses showed equal improvements in HRQoL , walking distance and exercise capacity .
In conclusion , we found significantly increased leg muscle strength favouring a combination of RT with ET compared with ET alone .","These findings may have important implication s for program design, application ), and adherence in PR' '& NA ; The purpose of this study was to compare the effects of a strength trainingaerobic training programme and a traditional pulmonary rehabilitation ( PR ) program on functional fitness ( P3 - 40 m nea) or a combination of daily aerobic training ( W(max?). These changes may be useful in COPD rehabilitation programmes to improve pulmonary disease ( COPD )"" 'The AEROPnea programme consisted of three weekly exercise sessions ( TAF + P6 ).",0.996555459899199
